             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
       12256067_19      t4v2      mlp    mskrt  R       9:33      1 gpu090
       12256067_20      t4v2      mlp    mskrt  R       9:33      1 gpu090
       12256067_21      t4v2      mlp    mskrt  R       9:33      1 gpu090
       12256068_12      t4v2      mlp    mskrt  R       9:33      1 gpu090
       12256074_27      t4v2      mlp    mskrt  R       9:33      1 gpu090
       12256080_18      t4v2      mlp    mskrt  R       9:33      1 gpu090
       12256080_20      t4v2      mlp    mskrt  R       9:33      1 gpu090
        12256080_7      t4v2      mlp    mskrt  R      15:20      1 gpu063
        12256080_8      t4v2      mlp    mskrt  R      15:20      1 gpu063
        12256080_9      t4v2      mlp    mskrt  R      15:20      1 gpu063
       12256080_10      t4v2      mlp    mskrt  R      15:20      1 gpu063
       12256080_11      t4v2      mlp    mskrt  R      15:20      1 gpu063
       12256080_12      t4v2      mlp    mskrt  R      15:20      1 gpu063
       12256080_13      t4v2      mlp    mskrt  R      15:20      1 gpu063
       12256080_14      t4v2      mlp    mskrt  R      15:20      1 gpu063
       12256064_25      t4v2      mlp    mskrt  R       3:36      1 gpu107
       12256065_27      t4v2      mlp    mskrt  R       3:36      1 gpu107
       12256065_35      t4v2      mlp    mskrt  R       3:36      1 gpu064
       12256067_15      t4v2      mlp    mskrt  R       3:36      1 gpu064
       12256073_21      t4v2      mlp    mskrt  R       3:36      1 gpu064
       12256073_22      t4v2      mlp    mskrt  R       3:36      1 gpu064
       12256080_28      t4v2      mlp    mskrt  R       3:36      1 gpu064
       12256080_30      t4v2      mlp    mskrt  R       3:36      1 gpu064
       12256053_35      t4v2      mlp    mskrt  R       5:14      1 gpu091
        12256058_5      t4v2      mlp    mskrt  R       5:14      1 gpu091
       12256062_31      t4v2      mlp    mskrt  R       5:14      1 gpu091
        12256068_7      t4v2      mlp    mskrt  R       5:14      1 gpu091
       12256068_34      t4v2      mlp    mskrt  R       5:14      1 gpu091
       12256068_35      t4v2      mlp    mskrt  R       5:14      1 gpu091
       12256080_23      t4v2      mlp    mskrt  R       5:14      1 gpu091
       12256080_26      t4v2      mlp    mskrt  R       5:14      1 gpu091
          12255447      t4v2  cnn_enc pedanana  R      29:11      1 gpu082
          12255361 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (None)
        12256073_0 t4v2,t4v1      mlp    mskrt PD       0:00      1 (BeginTime)
        12256064_3 t4v2,t4v1      mlp    mskrt PD       0:00      1 (BeginTime)
       12256063_35 t4v2,t4v1      mlp    mskrt PD       0:00      1 (BeginTime)
        12256069_4 t4v2,t4v1      mlp    mskrt PD       0:00      1 (BeginTime)
       12256068_28 t4v2,t4v1      mlp    mskrt PD       0:00      1 (BeginTime)
       12256059_31 t4v2,t4v1      mlp    mskrt PD       0:00      1 (BeginTime)
        12256065_6 t4v2,t4v1      mlp    mskrt PD       0:00      1 (BeginTime)
        12256068_2 t4v2,t4v1      mlp    mskrt PD       0:00      1 (BeginTime)
        12256071_4 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256071_5 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256071_9 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256071_23 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256071_1 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256071_22 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256071_20 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256071_12 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256069_16 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256069_11 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256069_10 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256060_24 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256058_23 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256069_17 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256069_12 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12255958_34 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256073_20 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256073_9 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256073_5 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256073_2 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256072_28 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256072_24 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256073_7 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256072_30 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256072_22 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256066_13 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256068_24 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256066_12 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256080_4 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_34 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_33 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_32 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_31 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256080_6 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256080_5 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_35 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_21 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256068_31 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256061_34 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256072_32 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256079_3 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256074_11 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256071_8 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256071_7 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256071_2 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256058_8 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256074_9 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256071_6 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256062_30 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256068_29 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12255959_31 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256053_16 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256059_2 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256060_23 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256063_15 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256065_24 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256066_20 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256066_23 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256066_29 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256067_4 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256067_8 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256067_23 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256069_28 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256073_32 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256074_1 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256074_23 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256074_29 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256062_1 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256065_22 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256065_33 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256066_14 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256066_15 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256066_16 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256066_17 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256067_24 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256068_15 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256069_5 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256069_25 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256069_34 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256079_1 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256079_6 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256074_25 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
        12256079_9 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256074_26 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_10 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_11 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256080_15 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256080_16 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256080_17 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256080_19 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256080_24 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256061_14 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256067_17 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_14 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_15 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_29 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256080_31 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_30 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
       12256079_16 t4v2,t4v1      mlp    mskrt PD       0:00      1 (Priority)
          12253212 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255337 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255339 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255340 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255344 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255345 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255351 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255353 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255358 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255341 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255349 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255640 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255384 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
          12255636 t4v2,t4v1  cnn_enc pedanana PD       0:00      1 (Priority)
